invoice_id,branch,customer_type,gender,product_line,unit_price,quantity,tax,date,time,payment,cogs,gross_income,rating,total
895-66-0685,B,Member,Male,Food and beverages,18.08,3,2.712,2019-03-05,2022-09-22 19:46:00,Ewallet,54.24,2.712,8.0,56.952
305-14-0245,B,Member,Female,Home and lifestyle,94.49,8,37.796,2019-03-03,2022-09-22 19:00:00,Ewallet,755.92,37.796,7.5,793.716
732-04-5373,B,Member,Male,Home and lifestyle,46.47,4,9.294,2019-02-08,2022-09-22 10:53:00,Cash,185.88,9.294,7.0,195.174
400-60-7251,A,Normal,Male,Home and lifestyle,74.07,1,3.7035,2019-02-10,2022-09-22 12:50:00,Ewallet,74.07,3.7035,9.9,77.7735
593-65-1552,C,Normal,Female,Home and lifestyle,69.81,4,13.962,2019-01-28,2022-09-22 20:50:00,Credit card,279.24,13.962,5.9,293.202
284-34-9626,B,Normal,Female,Home and lifestyle,77.04,3,11.556,2019-02-11,2022-09-22 10:39:00,Credit card,231.12,11.556,7.2,242.676
437-58-8131,B,Normal,Female,Fashion accessories,73.52,2,7.352,2019-01-15,2022-09-22 13:41:00,Ewallet,147.04,7.352,4.6,154.392
286-43-6208,C,Normal,Female,Food and beverages,87.8,9,39.51,2019-03-16,2022-09-22 19:08:00,Cash,790.2,39.51,9.2,829.71
641-43-2399,B,Normal,Male,Home and lifestyle,25.55,4,5.11,2019-01-26,2022-09-22 20:23:00,Ewallet,102.2,5.11,5.7,107.31
831-07-6050,A,Normal,Male,Electronic accessories,32.71,5,8.1775,2019-03-19,2022-09-22 11:30:00,Credit card,163.55,8.1775,9.9,171.7275
556-86-3144,C,Member,Female,Fashion accessories,74.29,1,3.7145,2019-01-13,2022-09-22 19:30:00,Cash,74.29,3.7145,5.0,78.0045
848-24-9445,C,Member,Male,Health and beauty,43.7,2,4.37,2019-03-26,2022-09-22 18:03:00,Cash,87.4,4.37,4.9,91.77
856-22-8149,A,Normal,Female,Home and lifestyle,25.29,1,1.2645,2019-03-23,2022-09-22 10:13:00,Ewallet,25.29,1.2645,6.1,26.5545
699-01-4164,C,Normal,Male,Health and beauty,41.5,4,8.3,2019-03-12,2022-09-22 19:58:00,Credit card,166.0,8.3,8.2,174.3
420-11-4919,C,Member,Female,Food and beverages,71.39,5,17.8475,2019-02-17,2022-09-22 19:57:00,Credit card,356.95,17.8475,5.5,374.7975
606-80-4905,C,Member,Female,Sports and travel,19.15,6,5.745,2019-01-29,2022-09-22 10:01:00,Credit card,114.9,5.745,6.8,120.645
542-41-0513,B,Member,Female,Electronic accessories,57.49,4,11.498,2019-03-15,2022-09-22 11:57:00,Cash,229.96,11.498,6.6,241.458
426-39-2418,C,Normal,Male,Electronic accessories,61.41,7,21.4935,2019-01-14,2022-09-22 10:02:00,Cash,429.87,21.4935,9.8,451.3635
875-46-5808,B,Member,Male,Health and beauty,25.9,10,12.95,2019-02-06,2022-09-22 14:51:00,Ewallet,259.0,12.95,8.7,271.95
394-43-4238,B,Member,Male,Home and lifestyle,17.77,5,4.4425,2019-02-15,2022-09-22 12:42:00,Credit card,88.85,4.4425,5.4,93.2925
749-24-1565,A,Normal,Female,Health and beauty,23.03,9,10.3635,2019-01-03,2022-09-22 12:02:00,Ewallet,207.27,10.3635,7.9,217.6335
672-51-8681,C,Member,Female,Electronic accessories,66.65,9,29.9925,2019-01-04,2022-09-22 18:19:00,Credit card,599.85,29.9925,9.7,629.8425
263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,14.265,2019-03-18,2022-09-22 17:38:00,Ewallet,285.3,14.265,7.8,299.565
573-58-9734,B,Normal,Female,Fashion accessories,30.37,3,4.5555,2019-03-28,2022-09-22 13:41:00,Ewallet,91.11,4.5555,5.1,95.6655
817-69-8206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,2019-03-02,2022-09-22 19:42:00,Credit card,897.57,44.8785,6.5,942.4485
888-02-0338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,2019-01-25,2022-09-22 20:24:00,Ewallet,236.07,11.8035,5.9,247.8735
677-11-0152,C,Normal,Female,Food and beverages,93.26,9,41.967,2019-01-16,2022-09-22 18:08:00,Cash,839.34,41.967,8.8,881.307
142-63-6033,B,Normal,Male,Home and lifestyle,92.36,5,23.09,2019-03-20,2022-09-22 19:17:00,Ewallet,461.8,23.09,4.9,484.89
656-16-1063,B,Normal,Male,Sports and travel,46.42,3,6.963,2019-01-04,2022-09-22 13:24:00,Credit card,139.26,6.963,4.4,146.223
891-58-8335,B,Member,Female,Sports and travel,29.61,7,10.3635,2019-03-11,2022-09-22 15:53:00,Cash,207.27,10.3635,6.5,217.6335
802-43-8934,A,Normal,Male,Home and lifestyle,18.28,1,0.914,2019-03-22,2022-09-22 15:05:00,Credit card,18.28,0.914,8.3,19.194
560-30-5617,B,Normal,Female,Sports and travel,24.77,5,6.1925,2019-03-24,2022-09-22 18:27:00,Cash,123.85,6.1925,8.5,130.0425
319-74-2561,A,Member,Female,Electronic accessories,94.64,3,14.196,2019-02-21,2022-09-22 16:55:00,Cash,283.92,14.196,5.5,298.116
549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,37.948,2019-02-12,2022-09-22 12:58:00,Ewallet,758.96,37.948,8.7,796.908
790-29-1172,B,Normal,Female,Food and beverages,57.34,3,8.601,2019-03-10,2022-09-22 18:59:00,Credit card,172.02,8.601,7.9,180.621
239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,13.605,2019-01-31,2022-09-22 13:44:00,Ewallet,272.1,13.605,6.1,285.705
468-01-2051,B,Normal,Male,Food and beverages,62.08,7,21.728,2019-03-06,2022-09-22 13:46:00,Ewallet,434.56,21.728,5.4,456.288
389-25-3394,C,Normal,Male,Electronic accessories,11.81,5,2.9525,2019-02-17,2022-09-22 18:06:00,Cash,59.05,2.9525,9.4,62.0025
279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.627,2019-02-21,2022-09-22 12:38:00,Cash,12.54,0.627,8.2,13.167
213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,2019-03-20,2022-09-22 15:56:00,Cash,86.5,4.325,6.2,90.825
746-68-6593,C,Member,Female,Sports and travel,87.16,2,8.716,2019-01-11,2022-09-22 14:29:00,Credit card,174.32,8.716,9.7,183.036
836-82-5858,B,Member,Male,Health and beauty,69.37,9,31.2165,2019-01-26,2022-09-22 19:14:00,Ewallet,624.33,31.2165,4.0,655.5465
583-72-1480,C,Member,Male,Electronic accessories,37.06,4,7.412,2019-01-31,2022-09-22 16:24:00,Ewallet,148.24,7.412,9.7,155.652
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.21,2019-02-26,2022-09-22 10:52:00,Cash,544.2,27.21,5.3,571.41
721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368,2019-03-11,2022-09-22 12:55:00,Ewallet,507.36,25.368,7.4,532.728
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,2019-01-26,2022-09-22 19:28:00,Cash,162.74,8.137,6.5,170.877
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,2019-03-12,2022-09-22 13:52:00,Credit card,31.77,1.5885,8.7,33.3585
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.8405,2019-02-11,2022-09-22 10:54:00,Cash,756.81,37.8405,8.0,794.6505
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,2019-02-21,2022-09-22 18:31:00,Cash,295.28,14.764,6.7,310.044
157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,2019-03-09,2022-09-22 18:24:00,Ewallet,519.4,25.97,6.5,545.37
645-78-8093,A,Normal,Female,Sports and travel,93.14,2,9.314,2019-01-20,2022-09-22 18:09:00,Ewallet,186.28,9.314,4.1,195.594
211-30-9270,C,Normal,Male,Health and beauty,17.41,5,4.3525,2019-01-28,2022-09-22 15:16:00,Credit card,87.05,4.3525,4.9,91.4025
755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,2019-03-05,2022-09-22 17:07:00,Credit card,221.1,11.055,8.6,232.155
346-84-3103,B,Member,Female,Electronic accessories,13.22,5,3.305,2019-03-02,2022-09-22 19:26:00,Cash,66.1,3.305,4.3,69.405
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,2019-01-11,2022-09-22 11:20:00,Ewallet,89.69,4.4845,4.9,94.1745
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,2019-01-11,2022-09-22 16:49:00,Credit card,224.46,11.223,5.6,235.683
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,2019-03-11,2022-09-22 12:01:00,Credit card,119.54,5.977,5.8,125.517
142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,2019-02-28,2022-09-22 18:37:00,Credit card,186.4,9.32,6.0,195.72
217-58-1179,A,Member,Male,Home and lifestyle,62.65,4,12.53,2019-01-05,2022-09-22 11:25:00,Cash,250.6,12.53,4.2,263.13
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,2019-02-02,2022-09-22 18:42:00,Credit card,750.96,37.548,8.3,788.508
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,2019-01-01,2022-09-22 14:47:00,Cash,380.72,19.036,5.7,399.756
866-05-7563,B,Member,Female,Electronic accessories,81.4,3,12.21,2019-02-09,2022-09-22 19:43:00,Cash,244.2,12.21,4.8,256.41
604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,2019-01-23,2022-09-22 14:04:00,Ewallet,89.7,4.485,6.8,94.185
799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,2019-01-07,2022-09-22 16:11:00,Credit card,310.88,15.544,8.8,326.424
785-13-7708,B,Normal,Male,Food and beverages,73.06,7,25.571,2019-01-14,2022-09-22 19:06:00,Credit card,511.42,25.571,4.2,536.991
845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,2019-02-02,2022-09-22 15:34:00,Ewallet,418.95,20.9475,6.4,439.8975
662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,2019-03-17,2022-09-22 19:06:00,Credit card,351.9,17.595,8.4,369.495
883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,2019-03-02,2022-09-22 19:44:00,Credit card,28.78,1.439,7.2,30.219
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,2019-03-16,2022-09-22 11:22:00,Cash,95.0,4.75,5.2,99.75
704-11-6354,A,Member,Male,Home and lifestyle,58.9,8,23.56,2019-01-06,2022-09-22 11:23:00,Cash,471.2,23.56,8.9,494.76
110-48-7033,B,Member,Male,Fashion accessories,32.62,4,6.524,2019-01-29,2022-09-22 14:12:00,Cash,130.48,6.524,9.0,137.004
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.3175,2019-01-31,2022-09-22 10:46:00,Credit card,66.35,3.3175,9.7,69.6675
729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773,2019-02-05,2022-09-22 10:16:00,Ewallet,155.46,7.773,8.7,163.233
151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,2019-02-13,2022-09-22 12:38:00,Ewallet,129.0,6.45,6.5,135.45
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,2019-02-07,2022-09-22 13:05:00,Credit card,263.76,13.188,6.9,276.948
850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,2019-03-19,2022-09-22 13:25:00,Ewallet,675.54,33.777,6.2,709.317
821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,3.29,2019-03-07,2022-09-22 14:53:00,Ewallet,65.8,3.29,5.6,69.09
655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,2019-03-13,2022-09-22 19:22:00,Cash,153.2,7.66,5.7,160.86
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.12,2019-02-09,2022-09-22 11:00:00,Cash,222.4,11.12,4.2,233.52
154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,2019-02-26,2022-09-22 19:24:00,Ewallet,54.45,2.7225,7.9,57.1725
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.44,2019-03-12,2022-09-22 12:43:00,Credit card,688.8,34.44,8.7,723.24
808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,2019-03-14,2022-09-22 17:22:00,Credit card,141.88,7.094,6.9,148.974
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.3,2019-01-08,2022-09-22 20:55:00,Cash,746.0,37.3,9.5,783.3
144-51-6085,A,Member,Male,Home and lifestyle,70.74,4,14.148,2019-01-05,2022-09-22 16:05:00,Credit card,282.96,14.148,4.4,297.108
731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,2019-01-04,2022-09-22 13:34:00,Ewallet,355.4,17.77,7.0,373.17
783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,2019-03-06,2022-09-22 18:13:00,Ewallet,337.15,16.8575,6.3,354.0075
687-15-1097,C,Member,Female,Health and beauty,21.12,2,2.112,2019-01-03,2022-09-22 19:17:00,Cash,42.24,2.112,9.7,44.352
126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,2019-01-07,2022-09-22 11:44:00,Credit card,193.86,9.693,8.8,203.553
633-91-1052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,2019-01-27,2022-09-22 15:51:00,Cash,24.06,1.203,5.1,25.263
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,2019-02-26,2022-09-22 16:52:00,Ewallet,598.26,29.913,7.9,628.173
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,2019-01-07,2022-09-22 20:52:00,Cash,335.79,16.7895,6.2,352.5795
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,2019-01-07,2022-09-22 17:36:00,Cash,218.2,10.91,7.1,229.11
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,2019-02-02,2022-09-22 13:23:00,Ewallet,381.68,19.084,6.4,400.764
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,2019-03-20,2022-09-22 16:28:00,Cash,709.9,35.495,5.7,745.395
828-61-5674,A,Member,Male,Sports and travel,44.02,10,22.01,2019-03-20,2022-09-22 19:57:00,Credit card,440.2,22.01,9.6,462.21
136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.984,2019-02-15,2022-09-22 17:01:00,Credit card,559.68,27.984,6.4,587.664
523-38-0215,C,Normal,Male,Home and lifestyle,37.0,1,1.85,2019-03-06,2022-09-22 13:29:00,Credit card,37.0,1.85,7.9,38.85
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,2019-01-06,2022-09-22 11:09:00,Cash,15.34,0.767,6.5,16.107
667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,2019-03-04,2022-09-22 15:02:00,Ewallet,598.98,29.949,8.5,628.929
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534,2019-03-12,2022-09-22 14:21:00,Cash,190.68,9.534,9.1,200.214
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,2019-02-20,2022-09-22 18:01:00,Cash,333.4,16.67,7.6,350.07
593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.743,2019-03-24,2022-09-22 14:49:00,Cash,74.86,3.743,6.9,78.603
226-71-3580,C,Normal,Female,Sports and travel,23.75,9,10.6875,2019-01-31,2022-09-22 12:02:00,Cash,213.75,10.6875,9.5,224.4375
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.9785,2019-01-25,2022-09-22 13:30:00,Credit card,339.57,16.9785,5.2,356.5485
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.208,2019-02-03,2022-09-22 14:38:00,Cash,664.16,33.208,4.2,697.368
139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.15,2019-01-24,2022-09-22 17:37:00,Credit card,403.0,20.15,7.0,423.15
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.7475,2019-03-14,2022-09-22 17:20:00,Ewallet,194.95,9.7475,6.0,204.6975
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124,2019-02-18,2022-09-22 20:29:00,Cash,62.48,3.124,4.7,65.604
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,2019-01-21,2022-09-22 10:00:00,Cash,72.72,3.636,7.1,76.356
585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,2019-03-13,2022-09-22 11:46:00,Ewallet,181.1,9.055,5.9,190.155
211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.98,2019-03-03,2022-09-22 13:42:00,Cash,259.6,12.98,7.5,272.58
727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768,2019-03-29,2022-09-22 14:44:00,Cash,115.36,5.768,6.4,121.128
744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,2019-01-10,2022-09-22 14:16:00,Ewallet,470.28,23.514,5.8,493.794
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.002,2019-01-25,2022-09-22 15:54:00,Cash,240.04,12.002,4.5,252.042
779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,2019-01-19,2022-09-22 10:21:00,Cash,88.61,4.4305,7.7,93.0405
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,2019-01-02,2022-09-22 18:09:00,Credit card,199.64,9.982,6.7,209.622
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.9505,2019-03-12,2022-09-22 16:46:00,Credit card,39.01,1.9505,4.7,40.9605
735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2.4305,2019-02-25,2022-09-22 15:31:00,Cash,48.61,2.4305,4.4,51.0405
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,2019-03-18,2022-09-22 17:15:00,Credit card,204.76,10.238,4.7,214.998
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,2019-02-23,2022-09-22 12:29:00,Cash,119.68,5.984,8.6,125.664
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27,2019-03-26,2022-09-22 20:14:00,Ewallet,505.4,25.27,4.3,530.67
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.0805,2019-03-30,2022-09-22 13:22:00,Cash,281.61,14.0805,9.6,295.6905
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516,2019-02-17,2022-09-22 17:09:00,Cash,710.32,35.516,4.1,745.836
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,2019-03-21,2022-09-22 10:40:00,Ewallet,79.44,3.972,4.7,83.412
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,2019-03-05,2022-09-22 17:43:00,Cash,163.82,8.191,7.8,172.011
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979,2019-01-31,2022-09-22 14:04:00,Cash,479.58,23.979,5.5,503.559
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,2019-02-05,2022-09-22 19:05:00,Ewallet,138.66,6.933,9.7,145.593
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,2019-02-01,2022-09-22 10:08:00,Credit card,71.15,3.5575,4.4,74.7075
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,2019-03-07,2022-09-22 13:12:00,Cash,139.95,6.9975,5.0,146.9475
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,2019-02-10,2022-09-22 20:51:00,Cash,781.3,39.065,4.4,820.365
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,2019-02-14,2022-09-22 17:29:00,Cash,198.74,9.937,5.2,208.677
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,2019-02-09,2022-09-22 10:25:00,Cash,63.24,3.162,7.3,66.402
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,2019-01-10,2022-09-22 11:34:00,Cash,373.95,18.6975,4.9,392.6475
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,2019-03-11,2022-09-22 18:58:00,Credit card,207.69,10.3845,8.1,218.0745
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,2019-02-18,2022-09-22 16:28:00,Ewallet,176.28,8.814,8.4,185.094
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,2019-02-26,2022-09-22 20:26:00,Cash,206.37,10.3185,5.5,216.6885
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,2019-01-18,2022-09-22 15:08:00,Cash,39.42,1.971,8.4,41.391
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,2019-02-15,2022-09-22 18:03:00,Ewallet,91.56,4.578,9.8,96.138
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,2019-03-08,2022-09-22 13:21:00,Cash,308.85,15.4425,6.7,324.2925
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,2019-01-17,2022-09-22 12:48:00,Credit card,129.12,6.456,9.4,135.576
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,2019-03-12,2022-09-22 19:53:00,Ewallet,390.96,19.548,6.4,410.508
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,2019-03-09,2022-09-22 19:09:00,Cash,498.9,24.945,5.4,523.845
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,2019-03-12,2022-09-22 16:30:00,Cash,377.04,18.852,8.6,395.892
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,2019-01-25,2022-09-22 10:11:00,Credit card,204.52,10.226,4.0,214.746
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,2019-03-25,2022-09-22 13:07:00,Cash,145.44,7.272,7.6,152.712
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,2019-02-07,2022-09-22 18:48:00,Cash,198.18,9.909,6.8,208.089
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,2019-02-17,2022-09-22 17:27:00,Credit card,98.7,4.935,9.1,103.635
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,2019-02-03,2022-09-22 15:59:00,Cash,385.1,19.255,5.5,404.355
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,2019-03-14,2022-09-22 11:21:00,Credit card,46.96,2.348,7.9,49.308
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,2019-03-24,2022-09-22 13:48:00,Ewallet,73.5,3.675,8.5,77.175
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,2019-03-21,2022-09-22 10:17:00,Credit card,142.25,7.1125,9.1,149.3625
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,2019-03-19,2022-09-22 15:49:00,Ewallet,687.6,34.38,7.5,721.98
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,2019-02-24,2022-09-22 13:02:00,Cash,347.7,17.385,5.2,365.085
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,2019-03-28,2022-09-22 12:58:00,Credit card,142.95,7.1475,9.5,150.0975
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,2019-02-05,2022-09-22 15:26:00,Credit card,385.38,19.269,8.9,404.649
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,2019-02-10,2022-09-22 18:23:00,Credit card,144.27,7.2135,7.8,151.4835
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,2019-03-05,2022-09-22 19:06:00,Ewallet,391.79,19.5895,8.9,411.3795
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,2019-02-15,2022-09-22 20:21:00,Cash,538.3,26.915,7.7,565.215
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,2019-01-30,2022-09-22 16:24:00,Ewallet,485.15,24.2575,9.3,509.4075
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,2019-02-14,2022-09-22 15:04:00,Cash,133.95,6.6975,6.2,140.6475
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,2019-02-27,2022-09-22 16:10:00,Ewallet,701.37,35.0685,7.6,736.4385
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,2019-02-04,2022-09-22 12:14:00,Cash,71.95,3.5975,7.3,75.5475
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,2019-01-20,2022-09-22 10:13:00,Cash,714.0,35.7,4.7,749.7
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,2019-03-28,2022-09-22 17:38:00,Cash,182.14,9.107,5.1,191.247
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,2019-02-27,2022-09-22 11:06:00,Credit card,135.0,6.75,4.8,141.75
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,2019-02-15,2022-09-22 14:53:00,Credit card,993.0,49.65,6.6,1042.65
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,2019-01-26,2022-09-22 18:22:00,Cash,361.83,18.0915,5.5,379.9215
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,2019-03-14,2022-09-22 19:02:00,Credit card,383.11,19.1555,8.5,402.2655
565-67-6697,B,Member,Male,Home and lifestyle,27.0,9,12.15,2019-03-02,2022-09-22 14:16:00,Cash,243.0,12.15,4.8,255.15
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,2019-03-04,2022-09-22 15:44:00,Cash,30.24,1.512,8.4,31.752
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,2019-01-07,2022-09-22 12:20:00,Credit card,356.56,17.828,7.8,374.388
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,2019-03-08,2022-09-22 20:01:00,Credit card,375.5,18.775,9.3,394.275
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,2019-01-09,2022-09-22 13:45:00,Cash,954.4,47.72,5.2,1002.12
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,2019-03-01,2022-09-22 15:40:00,Ewallet,82.5,4.125,6.5,86.625
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,2019-03-16,2022-09-22 16:58:00,Cash,74.97,3.7485,5.6,78.7185
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,2019-02-17,2022-09-22 11:12:00,Credit card,647.68,32.384,7.4,680.064
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,2019-02-27,2022-09-22 15:12:00,Cash,755.76,37.788,9.1,793.548
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,2019-03-07,2022-09-22 20:37:00,Ewallet,199.58,9.979,8.0,209.559
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,2019-01-21,2022-09-22 17:44:00,Cash,439.32,21.966,7.2,461.286
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,2019-02-19,2022-09-22 16:23:00,Cash,164.96,8.248,7.1,173.208
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,2019-01-06,2022-09-22 12:12:00,Cash,326.72,16.336,9.1,343.056
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,2019-03-14,2022-09-22 19:33:00,Cash,461.88,23.094,5.6,484.974
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,2019-03-24,2022-09-22 10:29:00,Cash,263.76,13.188,6.0,276.948
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,2019-01-27,2022-09-22 14:28:00,Cash,143.6,7.18,5.4,150.78
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,2019-03-06,2022-09-22 12:46:00,Credit card,193.5,9.675,7.8,203.175
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,2019-02-02,2022-09-22 19:40:00,Cash,183.82,9.191,9.9,193.011
